,id,actual_label,predicted_label,result_labels_0,result_scores_0,result_labels_1,result_scores_1,result_labels_2,result_scores_2,word_count
0,28f31051-acbe-4f07-ab99-e1e35d1d8468,MSSP,Credit,Credit,0.15518313646316528,Cryptocurrency,0.15042658150196075,Gambling,0.13220453262329102,7658
1,3d40a6e5-1a05-46b0-a4b1-d81328a9348e,Cannabis,Cannabis,Cannabis,0.16802145540714264,Credit,0.14257726073265076,Gambling,0.12163510173559189,4763
2,32a01ee1-4ab5-4605-9618-16ab891300ac,Other,Utilities,Utilities,0.16181343793869019,Gambling,0.14377433061599731,Sex,0.1380416303873062,11048
3,bd6209c8-6bbf-480c-994d-9adf4c579e89,Other,Sex,Sex,0.16299286484718323,Credit,0.16011779010295868,Gambling,0.1582307070493698,3639
4,5074be26-0b84-411e-947e-bef42adf6c23,Utilities,Credit,Credit,0.19238880276679993,MSSP,0.147526353597641,Gambling,0.14201799035072327,5265
5,ada1c309-a46c-4eb0-8b66-f5b9ee9875ad,MSSP,Gambling,Gambling,0.1362704038619995,MSSP,0.13126501441001892,Credit,0.1235358864068985,8341
6,9a57263f-8142-4011-92bb-590e1e5e4ffd,Other,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0,0
7,33fc3833-5910-429d-9317-eec07348b512,Sex,Utilities,Utilities,0.14637140929698944,Credit,0.14436140656471252,Sex,0.13884679973125458,9769
8,528ccc6b-9d4b-49c6-af9a-517772e5b0ab,Other,Cryptocurrency,Cryptocurrency,0.14865374565124512,Credit,0.14491821825504303,Education,0.1280938982963562,3905
9,a81f967e-dbf9-4ec3-9bfb-b4a6bc61a155,Other,Credit,Credit,0.1826617568731308,Cryptocurrency,0.15166746079921722,Gambling,0.11925012618303299,5968
10,f01c1ea7-8a85-4afc-9f03-b4dcb3266c7a,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.15588653087615967,Credit,0.14411428570747375,Gambling,0.1351175606250763,11855
11,f10c85f2-15e2-46e4-95d1-3d77e3b74d06,Utilities,Cryptocurrency,Cryptocurrency,0.15931735932826996,Utilities,0.1524740755558014,Credit,0.14072008430957794,10923
12,52baf7e0-65e4-4c60-9afa-04b8a1271f90,Credit,Credit,Credit,0.18536874651908875,Sex,0.1489042341709137,Gambling,0.12879180908203125,3452
13,71fb60ff-daec-481b-a2d6-b4e07afa149e,Utilities,Credit,Credit,0.13787110149860382,Gambling,0.13541384041309357,Cryptocurrency,0.12390118092298508,12416
14,2851a590-718d-4c31-b917-6c014c5b2622,Other,Credit,Credit,0.242170050740242,Cryptocurrency,0.21950921416282654,Sex,0.13483929634094238,4147
15,e140ff64-130d-4e2a-a9a7-8d3aef0a2557,Other,Credit,Credit,0.15876062214374542,Sex,0.1438620537519455,Cryptocurrency,0.13096506893634796,3271
16,30021741-1b68-431c-b6dc-f157ebaa3a74,Debt,Cryptocurrency,Cryptocurrency,0.23453526198863983,Debt,0.15057338774204254,MSSP,0.13040415942668915,10632
17,c267b0b2-e837-46b0-aed3-5116021b657f,Cannabis,Cryptocurrency,Cryptocurrency,0.17556452751159668,MSSP,0.15700200200080872,Credit,0.14045152068138123,2995
18,88dc67dd-28ce-4fc3-8de1-b428e89551a4,MSSP,Cryptocurrency,Cryptocurrency,0.15779565274715424,Gambling,0.13539713621139526,MSSP,0.13059112429618835,10681
19,f5a69074-9fb8-4486-beb0-ef51ddd36eab,Other,Credit,Credit,0.18698327243328094,Gambling,0.1686498522758484,Education,0.11592230945825577,9435
20,d0c1593b-2f6e-4947-80a0-2c3f754ee1dd,Utilities,Cryptocurrency,Cryptocurrency,0.1584378480911255,Gambling,0.15657939016819,Credit,0.14902684092521667,8800
21,bb677a5f-85ee-426e-a13e-168c7c01f953,MSSP,Gambling,Gambling,0.23288494348526,Credit,0.18174999952316284,Cryptocurrency,0.15414094924926758,5765
22,d4160ecb-584d-496a-adbb-71042d72b0dc,Debt,Credit,Credit,0.15313243865966797,Debt,0.1290970742702484,Education,0.1178562119603157,1955
23,ddcdffe4-dfd2-4d54-8bb9-842bc306da14,Credit,Credit,Credit,0.18351387977600098,Education,0.1349572390317917,Debt,0.12457706779241562,3664
24,55acbb4f-0582-4000-8e60-d2a227bc28cc,MSSP,Utilities,Utilities,0.1614076942205429,Gambling,0.14387232065200806,MSSP,0.1357228010892868,9150
25,25641ac3-cceb-4b49-b64c-7afbdcbf191c,MSSP,Credit,Credit,0.13688719272613525,Utilities,0.12921909987926483,Sex,0.12095978856086731,12665
26,800ac29c-104d-495d-98a9-ec337172e4c4,Debt,Debt,Debt,0.17906717956066132,Cryptocurrency,0.15995018184185028,Credit,0.14344555139541626,3996
27,fe3be4e1-7f34-4dde-b44a-560ba0a402c4,Cryptocurrency,Credit,Credit,0.18385252356529236,MSSP,0.14987196028232574,Cryptocurrency,0.11577697843313217,9272
28,acc505b6-302b-4eff-a210-c413a8c00876,MSSP,MSSP,MSSP,0.17159678041934967,Gambling,0.13494925200939178,Utilities,0.12293421477079391,7141
29,774de695-cfde-4f71-95dd-7ea3a63f6196,Sex,Sex,Sex,0.1409004181623459,Credit,0.14016544818878174,Debt,0.12281156331300735,6039
30,a05ecbea-9b35-4d97-9520-b9a88e977da3,Credit,Credit,Credit,0.14145824313163757,Gambling,0.1287834346294403,Debt,0.1258021742105484,9951
31,6639be89-39a4-425d-9fb5-87de8bd2c951,Credit,Credit,Credit,0.17389221489429474,Education,0.1541471779346466,Debt,0.12630809843540192,13500
32,a6922524-c905-4542-8e76-5f28e672f076,Gambling,Credit,Credit,0.15139995515346527,Gambling,0.14920112490653992,MSSP,0.12627571821212769,10216
33,e1fd9ec5-a3d1-4cc4-b187-9be48bc9b90f,Utilities,Credit,Credit,0.275755375623703,Cryptocurrency,0.14785556495189667,MSSP,0.14173442125320435,3667
34,4e342b05-ed03-4448-a61f-bb3ed524850d,Debt,Gambling,Gambling,0.1886163055896759,Cryptocurrency,0.17241163551807404,Credit,0.15101094543933868,5309
35,a3a3c934-b787-462b-beee-d8a5a6b4b161,Credit,Credit,Credit,0.17312991619110107,Cryptocurrency,0.14696744084358215,MSSP,0.12906967103481293,5498
