,id,actual_label,predicted_label,result_labels_0,result_scores_0,result_labels_1,result_scores_1,result_labels_2,result_scores_2,word_count
0,28f31051-acbe-4f07-ab99-e1e35d1d8468,MSSP,Credit,Credit,0.22427265346050262,MSSP,0.19243308901786804,Debt,0.12661193311214447,467
1,3d40a6e5-1a05-46b0-a4b1-d81328a9348e,Cannabis,Cannabis,Cannabis,0.4471532106399536,Education,0.15028685331344604,MSSP,0.13406428694725037,334
2,32a01ee1-4ab5-4605-9618-16ab891300ac,Other,Gambling,Gambling,0.14814947545528412,Utilities,0.1358451396226883,Credit,0.12960346043109894,794
3,bd6209c8-6bbf-480c-994d-9adf4c579e89,Other,MSSP,MSSP,0.2387818992137909,Credit,0.2244209200143814,Debt,0.12151852995157242,287
4,5074be26-0b84-411e-947e-bef42adf6c23,Utilities,Credit,Credit,0.2306521236896515,Sex,0.1599363386631012,MSSP,0.15324567258358002,352
5,ada1c309-a46c-4eb0-8b66-f5b9ee9875ad,MSSP,Sex,Sex,0.1767784208059311,Gambling,0.12975627183914185,Credit,0.11664613336324692,762
6,9a57263f-8142-4011-92bb-590e1e5e4ffd,Other,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0,0
7,33fc3833-5910-429d-9317-eec07348b512,Sex,Sex,Sex,0.43716317415237427,Credit,0.14889785647392273,Gambling,0.07783997803926468,129
8,528ccc6b-9d4b-49c6-af9a-517772e5b0ab,Other,Credit,Credit,0.5750026702880859,MSSP,0.09376955777406693,Debt,0.06605540215969086,375
9,a81f967e-dbf9-4ec3-9bfb-b4a6bc61a155,Other,MSSP,MSSP,0.23195019364356995,Credit,0.21189019083976746,Debt,0.1120891124010086,424
10,f01c1ea7-8a85-4afc-9f03-b4dcb3266c7a,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.21858029067516327,MSSP,0.14064693450927734,Sex,0.12693127989768982,756
11,f10c85f2-15e2-46e4-95d1-3d77e3b74d06,Utilities,Cryptocurrency,Cryptocurrency,0.18251222372055054,Utilities,0.16450253129005432,MSSP,0.16368520259857178,783
12,52baf7e0-65e4-4c60-9afa-04b8a1271f90,Credit,Credit,Credit,0.3361068665981293,MSSP,0.31924721598625183,Sex,0.07943157106637955,302
13,71fb60ff-daec-481b-a2d6-b4e07afa149e,Utilities,Sex,Sex,0.18183161318302155,Credit,0.13982976973056793,Cryptocurrency,0.13532784581184387,716
14,2851a590-718d-4c31-b917-6c014c5b2622,Other,Credit,Credit,0.22633226215839386,MSSP,0.19735980033874512,Education,0.1398465633392334,265
15,e140ff64-130d-4e2a-a9a7-8d3aef0a2557,Other,Credit,Credit,0.26016512513160706,MSSP,0.17237482964992523,Debt,0.10639108717441559,252
16,30021741-1b68-431c-b6dc-f157ebaa3a74,Debt,Cryptocurrency,Cryptocurrency,0.25202709436416626,Debt,0.13865213096141815,MSSP,0.11451129615306854,795
17,c267b0b2-e837-46b0-aed3-5116021b657f,Cannabis,Cannabis,Cannabis,0.33062997460365295,Credit,0.21639613807201385,Education,0.12385931611061096,539
18,88dc67dd-28ce-4fc3-8de1-b428e89551a4,MSSP,MSSP,MSSP,0.20808404684066772,Credit,0.15692973136901855,Sex,0.1269626021385193,631
19,f5a69074-9fb8-4486-beb0-ef51ddd36eab,Other,Education,Education,0.26622024178504944,MSSP,0.12421908974647522,Sex,0.10458206385374069,586
20,d0c1593b-2f6e-4947-80a0-2c3f754ee1dd,Utilities,Utilities,Utilities,0.3001806437969208,Credit,0.19826211035251617,MSSP,0.14526961743831635,593
21,bb677a5f-85ee-426e-a13e-168c7c01f953,MSSP,MSSP,MSSP,0.24762322008609772,Credit,0.1916629821062088,Sex,0.09730406105518341,365
22,d4160ecb-584d-496a-adbb-71042d72b0dc,Debt,Debt,Debt,0.5319158434867859,Credit,0.14020882546901703,MSSP,0.11609087884426117,179
23,ddcdffe4-dfd2-4d54-8bb9-842bc306da14,Credit,Credit,Credit,0.4234226644039154,MSSP,0.1954960823059082,Debt,0.08208906650543213,315
24,55acbb4f-0582-4000-8e60-d2a227bc28cc,MSSP,MSSP,MSSP,0.19397330284118652,Sex,0.15707363188266754,Credit,0.147224560379982,527
25,25641ac3-cceb-4b49-b64c-7afbdcbf191c,MSSP,Credit,Credit,0.14169198274612427,Utilities,0.13634398579597473,Sex,0.12409824132919312,862
26,800ac29c-104d-495d-98a9-ec337172e4c4,Debt,Utilities,Utilities,0.45576760172843933,Debt,0.23137608170509338,MSSP,0.09708625078201294,267
27,fe3be4e1-7f34-4dde-b44a-560ba0a402c4,Cryptocurrency,MSSP,MSSP,0.20184047520160675,Sex,0.14354395866394043,Credit,0.1278499811887741,596
28,acc505b6-302b-4eff-a210-c413a8c00876,MSSP,MSSP,MSSP,0.41805875301361084,Utilities,0.1939932405948639,Gambling,0.11969549208879471,415
29,774de695-cfde-4f71-95dd-7ea3a63f6196,Sex,Sex,Sex,0.2629408836364746,Utilities,0.1774737685918808,Credit,0.1703428328037262,430
30,a05ecbea-9b35-4d97-9520-b9a88e977da3,Credit,Credit,Credit,0.31912800669670105,Debt,0.15490469336509705,MSSP,0.13018326461315155,664
31,6639be89-39a4-425d-9fb5-87de8bd2c951,Credit,Credit,Credit,0.18155920505523682,Debt,0.15302038192749023,Cryptocurrency,0.14312325417995453,896
32,a6922524-c905-4542-8e76-5f28e672f076,Gambling,Gambling,Gambling,0.21578802168369293,Cryptocurrency,0.1691698282957077,Credit,0.12855367362499237,694
33,e1fd9ec5-a3d1-4cc4-b187-9be48bc9b90f,Utilities,MSSP,MSSP,0.2884790599346161,Credit,0.23385871946811676,Debt,0.12083917111158371,277
34,4e342b05-ed03-4448-a61f-bb3ed524850d,Debt,MSSP,MSSP,0.20443017780780792,Credit,0.17513269186019897,Debt,0.12391890585422516,316
35,a3a3c934-b787-462b-beee-d8a5a6b4b161,Credit,Credit,Credit,0.2913331389427185,Debt,0.19236592948436737,MSSP,0.1404179483652115,409
36,ffa7e2d9-d4aa-4d23-858d-52bb781aa7b7,Gambling,Gambling,Gambling,0.28421708941459656,Credit,0.20266981422901154,MSSP,0.16275081038475037,509
37,4a5b696d-ba47-46d8-8e08-95693c698ad3,Sex,Sex,Sex,0.331669420003891,Credit,0.2586643099784851,MSSP,0.17686818540096283,167
38,6833b7b4-e533-4561-bf32-efcbca171d24,MSSP,MSSP,MSSP,0.25120189785957336,Credit,0.16363750398159027,Sex,0.14100387692451477,330
39,bcdf3d63-33c6-4b29-add6-f4f77b17d2e7,Credit,Credit,Credit,0.5205767154693604,MSSP,0.14027494192123413,Debt,0.07946888357400894,324
40,d99bc758-5d56-43e9-9c8d-5b09bba23468,Other,Credit,Credit,0.235062375664711,MSSP,0.22373530268669128,Debt,0.11698848754167557,360
41,fda2c854-ec8e-4a27-80c0-aa5dde137b22,Cryptocurrency,Credit,Credit,0.2328917384147644,Cryptocurrency,0.22247421741485596,Sex,0.15289627015590668,750
42,bfeb93f4-2ee0-43dd-86de-75cb7c59bdc8,Other,MSSP,MSSP,0.7038283348083496,Education,0.12523052096366882,Credit,0.04848388582468033,191
43,76d5f57e-1092-4df5-b36f-4adb5fa77f0c,Gambling,Cryptocurrency,Cryptocurrency,0.16433222591876984,Gambling,0.15847782790660858,MSSP,0.11907507479190826,641
44,69a15e78-ca77-44a6-8d2c-04a19a31aaed,Education,Credit,Credit,0.2671409249305725,Education,0.2435448169708252,MSSP,0.15424899756908417,348
45,2cb4f6b7-0b52-4177-999e-c565f85f5fc3,Other,Credit,Credit,0.3441489636898041,MSSP,0.29246458411216736,Debt,0.10787969827651978,116
