,id,actual_label,predicted_label,result_labels_0,result_scores_0,result_labels_1,result_scores_1,result_labels_2,result_scores_2,word_count
0,28f31051-acbe-4f07-ab99-e1e35d1d8468,MSSP,Credit,Credit,0.2790350615978241,MSSP,0.26158228516578674,Debt,0.1128760501742363,82
1,3d40a6e5-1a05-46b0-a4b1-d81328a9348e,Cannabis,Credit,Credit,0.2719479501247406,Cannabis,0.18988817930221558,MSSP,0.16064102947711945,124
2,32a01ee1-4ab5-4605-9618-16ab891300ac,Other,MSSP,MSSP,0.26917335391044617,Utilities,0.15694798529148102,Credit,0.13129089772701263,250
3,bd6209c8-6bbf-480c-994d-9adf4c579e89,Other,MSSP,MSSP,0.3287782073020935,Credit,0.27225157618522644,Utilities,0.08483684062957764,8
4,5074be26-0b84-411e-947e-bef42adf6c23,Utilities,Credit,Credit,0.40400993824005127,MSSP,0.1782856285572052,Debt,0.1555141657590866,114
5,ada1c309-a46c-4eb0-8b66-f5b9ee9875ad,MSSP,Gambling,Gambling,0.1362704038619995,MSSP,0.13126501441001892,Credit,0.1235358864068985,753
6,9a57263f-8142-4011-92bb-590e1e5e4ffd,Other,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0,0
7,33fc3833-5910-429d-9317-eec07348b512,Sex,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0,0
8,528ccc6b-9d4b-49c6-af9a-517772e5b0ab,Other,MSSP,MSSP,0.2478378415107727,Credit,0.22117817401885986,Debt,0.12097612023353577,122
9,a81f967e-dbf9-4ec3-9bfb-b4a6bc61a155,Other,MSSP,MSSP,0.1512017399072647,Debt,0.1328204721212387,Credit,0.12427937239408493,420
10,f01c1ea7-8a85-4afc-9f03-b4dcb3266c7a,Cryptocurrency,Credit,Credit,0.19337649643421173,Utilities,0.15410037338733673,Cryptocurrency,0.1333189308643341,702
11,f10c85f2-15e2-46e4-95d1-3d77e3b74d06,Utilities,Utilities,Utilities,0.6685894727706909,Debt,0.0685906857252121,Credit,0.062929667532444,274
12,52baf7e0-65e4-4c60-9afa-04b8a1271f90,Credit,Credit,Credit,0.26593154668807983,MSSP,0.23756463825702667,Debt,0.11829255521297455,110
13,71fb60ff-daec-481b-a2d6-b4e07afa149e,Utilities,Education,Education,0.20085567235946655,Sex,0.1711418628692627,Debt,0.15735018253326416,258
14,2851a590-718d-4c31-b917-6c014c5b2622,Other,MSSP,MSSP,0.38855114579200745,Credit,0.20619113743305206,Education,0.11536140739917755,134
15,e140ff64-130d-4e2a-a9a7-8d3aef0a2557,Other,Credit,Credit,0.43408650159835815,MSSP,0.12539437413215637,Debt,0.10905928164720535,138
16,30021741-1b68-431c-b6dc-f157ebaa3a74,Debt,Debt,Debt,0.5799038410186768,Credit,0.170148566365242,MSSP,0.0856158509850502,693
17,c267b0b2-e837-46b0-aed3-5116021b657f,Cannabis,Cryptocurrency,Cryptocurrency,0.2153043895959854,Gambling,0.1923978477716446,MSSP,0.15330593287944794,349
18,88dc67dd-28ce-4fc3-8de1-b428e89551a4,MSSP,Credit,Credit,0.2782366871833801,MSSP,0.24631580710411072,Debt,0.09344958513975143,247
19,f5a69074-9fb8-4486-beb0-ef51ddd36eab,Other,Credit,Credit,0.5545151233673096,MSSP,0.1305442452430725,Debt,0.07278740406036377,56
20,d0c1593b-2f6e-4947-80a0-2c3f754ee1dd,Utilities,MSSP,MSSP,0.18433713912963867,Education,0.14849884808063507,Debt,0.13082844018936157,445
21,bb677a5f-85ee-426e-a13e-168c7c01f953,MSSP,Education,Education,0.27857521176338196,MSSP,0.1665758341550827,Credit,0.14701895415782928,129
22,d4160ecb-584d-496a-adbb-71042d72b0dc,Debt,MSSP,MSSP,0.30285561084747314,Debt,0.18555068969726562,Credit,0.16747502982616425,78
23,ddcdffe4-dfd2-4d54-8bb9-842bc306da14,Credit,MSSP,MSSP,0.41367781162261963,Credit,0.4002474248409271,Education,0.09402929246425629,162
24,55acbb4f-0582-4000-8e60-d2a227bc28cc,MSSP,MSSP,MSSP,0.2776404619216919,Sex,0.1450161635875702,Credit,0.12754911184310913,306
25,25641ac3-cceb-4b49-b64c-7afbdcbf191c,MSSP,Credit,Credit,0.13688719272613525,Utilities,0.12921909987926483,Sex,0.12095978856086731,834
26,800ac29c-104d-495d-98a9-ec337172e4c4,Debt,MSSP,MSSP,0.32244083285331726,Utilities,0.2056254744529724,Credit,0.19984804093837738,99
27,fe3be4e1-7f34-4dde-b44a-560ba0a402c4,Cryptocurrency,Education,Education,0.15620672702789307,MSSP,0.1390399932861328,Sex,0.133295476436615,406
28,acc505b6-302b-4eff-a210-c413a8c00876,MSSP,MSSP,MSSP,0.846288800239563,Credit,0.028051741421222687,Cannabis,0.024019397795200348,268
29,774de695-cfde-4f71-95dd-7ea3a63f6196,Sex,Debt,Debt,0.18504787981510162,Credit,0.1810724437236786,MSSP,0.161843940615654,84
30,a05ecbea-9b35-4d97-9520-b9a88e977da3,Credit,Credit,Credit,0.42730337381362915,Debt,0.15598833560943604,MSSP,0.12491929531097412,601
31,6639be89-39a4-425d-9fb5-87de8bd2c951,Credit,Credit,Credit,0.37069061398506165,Debt,0.3171805441379547,Education,0.12309743463993073,527
32,a6922524-c905-4542-8e76-5f28e672f076,Gambling,Gambling,Gambling,0.39587557315826416,MSSP,0.14507068693637848,Credit,0.11415770649909973,281
33,e1fd9ec5-a3d1-4cc4-b187-9be48bc9b90f,Utilities,Credit,Credit,0.31488940119743347,MSSP,0.2825230360031128,Debt,0.07969348132610321,135
34,4e342b05-ed03-4448-a61f-bb3ed524850d,Debt,Debt,Debt,0.2073482722043991,Credit,0.20692932605743408,Sex,0.11925893276929855,268
35,a3a3c934-b787-462b-beee-d8a5a6b4b161,Credit,Credit,Credit,0.5195095539093018,Debt,0.13759399950504303,MSSP,0.12570689618587494,263
36,ffa7e2d9-d4aa-4d23-858d-52bb781aa7b7,Gambling,Gambling,Gambling,0.6040420532226562,Credit,0.18211521208286285,MSSP,0.06908959150314331,356
37,4a5b696d-ba47-46d8-8e08-95693c698ad3,Sex,Credit,Credit,0.2530912756919861,MSSP,0.1474454253911972,Utilities,0.14072540402412415,31
38,6833b7b4-e533-4561-bf32-efcbca171d24,MSSP,MSSP,MSSP,0.22753626108169556,Credit,0.15340034663677216,Debt,0.13101662695407867,51
39,bcdf3d63-33c6-4b29-add6-f4f77b17d2e7,Credit,Credit,Credit,0.4950549006462097,MSSP,0.13522103428840637,Debt,0.10794958472251892,178
40,d99bc758-5d56-43e9-9c8d-5b09bba23468,Other,MSSP,MSSP,0.25187253952026367,Credit,0.24005532264709473,Debt,0.11501497775316238,156
41,fda2c854-ec8e-4a27-80c0-aa5dde137b22,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.22122468054294586,Credit,0.1501448154449463,Gambling,0.1259334683418274,706
42,bfeb93f4-2ee0-43dd-86de-75cb7c59bdc8,Other,MSSP,MSSP,0.7609702348709106,Credit,0.06708264350891113,Education,0.03590672090649605,93
